"weight"|"lat"|"lon"|"Location"|Create Date|Closed Date|Due Date|CaseType|Case Number         
1|29.58961343|-95.20192402|12426 CORNING, HOUSTON TX 77089|2017-09-04 17:02:56.813|2017-09-06 09:50:13.120|2017-09-08 17:02:55.000|Flooding|        101002734384
1|29.58963066|-95.19593865|12007 RYEWATER, HOUSTON TX 77089|2017-08-27 08:58:21.257|2017-09-01 14:00:19.763|2017-08-31 08:58:21.000|Flooding|        101002722394
1|29.59007006|-95.44995094|4718 E RIDGECREEK, HOUSTON TX 77053|2017-08-27 13:26:00.467|2017-09-04 14:30:06.733|2017-08-31 13:26:00.000|Flooding|        101002723015
1|29.59011734|-95.23021829|10927 SAGEBURROW, HOUSTON TX 77089|2017-08-27 16:52:45.493|2017-09-04 14:35:11.510|2017-08-31 16:52:45.000|Flooding|        101002723415
1|29.59032704|-95.45365172|5025 E RIDGE CREEK, HOUSTON TX 77053|2017-08-26 22:33:23.033|2017-09-02 13:15:22.157|2017-08-30 22:33:22.000|Flooding|        101002721474
1|29.59055049|-95.45333215|5047 E RIDGE CREEK, HOUSTON TX 77053|2017-08-26 22:45:08.070|2017-09-02 13:20:12.110|2017-08-30 22:45:07.000|Flooding|        101002721501
1|29.59079905|-95.46591153|5419 CASTLECREEK, HOUSTON TX 77053|2017-09-06 13:39:36.500|2017-09-11 09:40:16.120|2017-09-10 13:39:36.000|Flooding|        101002737559
1|29.59088896|-95.22513081|11119 SAGEWIND, HOUSTON TX 77089|2017-09-16 09:37:00.827|2017-09-20 07:55:12.010|2017-09-20 09:37:00.000|Flooding|        101002755095
1|29.59119207|-95.21921338|11319 SAGEHILL, HOUSTON TX 77089|2017-09-05 18:30:53.260|2017-09-08 08:05:13.247|2017-09-09 18:30:53.000|Flooding|        101002736224
1|29.59124673|-95.19284287|12035 FLUSHING MEADOWS, HOUSTON TX 77089|2017-08-27 01:19:58.833|2017-09-01 14:00:18.710|2017-08-31 01:19:58.000|Flooding|        101002721733
1|29.59125563|-95.22001446|11334 SAGEHILL, HOUSTON TX 77089|2017-08-31 15:07:36.770|2017-09-06 11:15:17.270|2017-09-04 15:07:36.000|Flooding|        101002729428
1|29.59172531|-95.13529128|1914 SANDGATE FALLS, HOUSTON TX 77062|2017-09-11 14:33:43.287|2017-09-15 08:06:43.063|2017-09-15 14:33:43.000|Flooding|        101002745249
1|29.59179536|-95.21896676|11314 SAGEVIEW, HOUSTON TX 77089|2017-08-27 00:18:34.253|2017-09-06 06:25:07.350|2017-08-31 00:18:34.000|Flooding|        101002721671
1|29.59208863|-95.13806159|Intersection 2400 CLEAR LAKE CITY BLVD&14100 SPACE CENTER BL|2017-03-29 17:33:11.743|2017-03-30 10:10:06.253|2017-04-02 17:33:11.000|Flooding|        101002551205
1|29.59284464|-95.1366009|1911 TANGLE PINES, HOUSTON TX 77062|2017-09-12 07:57:10.997|2017-09-15 07:55:16.533|2017-09-16 07:57:10.000|Flooding|        101002746158
1|29.5930118|-95.46828453|Intersection 5500 GINERIDGE DR&16000 S POST OAK RD|2017-10-22 09:51:53.873|2017-10-23 14:15:05.463|2017-10-26 09:51:53.000|Flooding|        101002799418
1|29.593069|-95.13048844|14307 RIPPLING CREEK, HOUSTON TX 77062|2017-09-12 11:43:57.173|2017-09-15 08:06:43.147|2017-09-16 11:43:56.000|Flooding|        101002746934
1|29.5939744|-95.20103263|12719 WHITE PLAINS, HOUSTON TX 77089|2017-08-30 19:24:46.463|2017-09-01 14:45:18.413|2017-09-03 19:24:46.000|Flooding|        101002728264
1|29.59403142|-95.18586152|13703 HERBRAND, HOUSTON TX 77034|2017-08-29 13:36:44.547|2017-09-04 15:10:11.113|2017-09-02 13:36:44.000|Flooding|        101002726403
1|29.59418233|-95.21925963|11206 SAGERIVER, HOUSTON TX 77089|2017-03-29 15:22:12.180|2017-03-30 09:00:05.980|2017-04-02 15:22:12.000|Flooding|        101002550866
1|29.59425343|-95.22431301|11003 SAGEHILL, HOUSTON TX 77089|2017-08-27 03:08:16.997|2017-09-05 15:25:07.483|2017-08-31 03:08:16.000|Flooding|        101002721851
1|29.59451954|-95.22865258|10819 SAGEWIND, HOUSTON TX 77089|2017-08-27 01:18:06.450|2017-09-04 16:35:06.227|2017-08-31 01:18:06.000|Flooding|        101002721728
1|29.5947729|-95.20606524|11606 BURLWOOD, UNINCORPORATED TX 77089|2017-08-27 03:06:14.780|2017-09-01 14:00:18.527|2017-08-31 03:06:14.000|Flooding|        101002721850
1|29.594805|-95.2225758|11026 SAGEVIEW, HOUSTON TX 77089|2017-08-27 13:46:10.463|2017-09-05 15:20:11.993|2017-08-31 13:46:09.000|Flooding|        101002723066
1|29.59505922|-95.22030202|11118 SAGERIVER, HOUSTON TX 77089|2017-08-27 02:21:51.163|2017-09-05 12:15:12.387|2017-08-31 02:21:51.000|Flooding|        101002721802
1|29.59506063|-95.20688985|11602 GRAPEWOOD, UNINCORPORATED TX 77089|2017-08-27 05:25:12.580|2017-09-01 14:00:18.430|2017-08-31 05:25:12.000|Flooding|        101002722031
1|29.59536958|-95.22197001|11026 SAGEHEATHER, HOUSTON TX 77089|2017-08-30 07:14:01.683|2017-09-06 08:20:08.220|2017-09-03 07:14:01.000|Flooding|        101002727017
1|29.59538562|-95.22818327|10807 SAGEGULF, HOUSTON TX 77089|2017-08-27 09:21:37.200|2017-09-05 08:15:07.270|2017-08-31 09:21:36.000|Flooding|        101002722458
1|29.59541344|-95.22725298|10818 SAGEGULF, HOUSTON TX 77089|2017-08-27 01:34:03.700|2017-09-04 16:35:06.180|2017-08-31 01:34:03.000|Flooding|        101002721750
1|29.5956122|-95.48587323|15834 RIDGEROCK, HOUSTON TX 77489|2017-09-24 12:17:22.257|2017-09-26 13:40:15.013|2017-09-28 12:17:22.000|Flooding|        101002767918
1|29.59576051|-95.18518522|13719 GROSVENOR, HOUSTON TX 77034|2017-08-27 02:03:43.263|2017-09-01 14:50:20.440|2017-08-31 02:03:43.000|Flooding|        101002721781
1|29.59608587|-95.22354094|11023 SAGEORCHARD, HOUSTON TX 77089|2017-08-28 12:41:00.997|2017-09-06 06:30:14.820|2017-09-01 12:41:00.000|Flooding|        101002724627
1|29.59637505|-95.20423767|11914 CORKWOOD, UNINCORPORATED TX 77089|2017-08-27 12:25:53.993|2017-09-05 14:35:11.830|2017-08-31 12:25:53.000|Flooding|        101002722913
1|29.59683155|-95.48441543|6630 MCCULLUM, HOUSTON TX 77489|2017-08-26 22:59:24.457|2017-09-02 13:20:12.163|2017-08-30 22:59:24.000|Flooding|        101002721528
1|29.59706967|-95.14740118|2219 VILLAGE DALE, HOUSTON TX 77059|2017-09-19 13:02:50.560|2017-09-21 07:50:11.963|2017-09-23 13:02:50.000|Flooding|        101002760236
1|29.59725703|-95.50044476|15731 ROSEBRIAR, HOUSTON TX 77489|2017-08-26 22:37:49.607|2017-09-04 14:05:11.840|2017-08-30 22:37:49.000|Flooding|        101002721486
1|29.59774514|-95.21499858|11410 SAGEHOLLOW, HOUSTON TX 77089|2017-08-27 05:29:40.927|2017-09-05 12:45:06.830|2017-08-31 05:29:40.000|Flooding|        101002722039
1|29.59789001|-95.21486533|11414 SAGEHOLLOW, HOUSTON TX 77089|2017-08-27 09:23:37.333|2017-09-05 12:15:12.553|2017-08-31 09:23:37.000|Flooding|        101002722464
1|29.59796853|-95.47070164|5634 IRISH HILL, HOUSTON TX 77053|2017-09-04 14:15:40.707|2017-09-08 07:00:16.047|2017-09-08 14:15:40.000|Flooding|        101002734162
1|29.59820212|-95.21331779|11502 SAGEHURST, HOUSTON TX 77089|2017-09-13 15:16:16.913|2017-09-15 13:35:11.340|2017-09-17 15:16:16.000|Flooding|        101002749952
1|29.59865007|-95.21474661|11427 SAGEHOLLOW, HOUSTON TX 77089|2017-08-27 00:40:46.630|2017-09-05 13:40:12.103|2017-08-31 00:40:45.000|Flooding|        101002721689
1|29.59884517|-95.22604964|11034 KIRKMEAD, UNINCORPORATED TX 77089|2017-08-27 04:02:21.753|2017-09-05 07:40:11.400|2017-08-31 04:02:21.000|Flooding|        101002721910
1|29.59891245|-95.21328074|11515 SAGEHURST, HOUSTON TX 77089|2017-08-27 04:50:15.877|2017-09-08 10:15:14.310|2017-08-31 04:50:15.000|Flooding|        101002721979
1|29.59928969|-95.48981037|6826 FUQUA, HOUSTON TX 77489|2017-08-26 21:24:06.773|2017-08-30 13:00:13.250|2017-08-30 21:24:06.000|Flooding|        101002721342
1|29.59961834|-95.48961127|6827 INDIAN FALLS, HOUSTON TX 77489|2017-09-11 10:01:05.080|2017-09-13 09:45:14.987|2017-09-15 10:01:04.000|Flooding|        101002744429
1|29.59968714|-95.13036693|3614 ALMOND CREEK, HOUSTON TX 77059|2017-09-14 17:38:17.837|2017-09-18 10:05:15.347|2017-09-18 17:38:17.000|Flooding|        101002752532
1|29.59975044|-95.29833993|Intersection 12200 MYKAWA RD&7150 S SAM HOUSTON PKWY E|2017-05-22 10:27:39.837|2017-05-22 14:35:14.417|2017-05-26 10:27:39.000|Flooding|        101002609840
1|29.59981782|-95.20896745|11902 SAGEDOWNE, HOUSTON TX 77089|2017-08-27 04:41:15.700|2017-09-05 13:40:07.233|2017-08-31 04:41:15.000|Flooding|        101002721969
1|29.59984882|-95.12948179|3102 LONG BAY, HOUSTON TX 77059|2017-09-18 09:59:11.330|2017-09-20 08:00:12.063|2017-09-22 09:59:11.000|Flooding|        101002757037
1|29.59984982|-95.21003696|11323 SAGEHAVEN, HOUSTON TX 77089|2017-08-27 10:38:54.247|2017-09-05 13:40:07.210|2017-08-31 10:38:54.000|Flooding|        101002722710
1|29.60018907|-95.21240431|11622 SAGEHOLLOW, HOUSTON TX 77089|2017-08-31 09:50:05.760|2017-09-06 07:10:12.403|2017-09-04 09:50:05.000|Flooding|        101002728736
1|29.60038413|-95.21290511|11619 SAGEHOLLOW, HOUSTON TX 77089|2017-03-27 09:44:33.237|2017-03-28 14:45:05.193|2017-03-31 09:44:33.000|Flooding|        101002546767
1|29.60064118|-95.28635406|Intersection 0 S SAM HOUSTON PKWY E&11396 TELEPHONE RD|2017-01-22 17:29:59.197|2017-01-22 18:29:52.160|2017-01-26 17:29:59.000|Flooding|        101002471168
1|29.60065265|-95.45616079|5101 INGOMAR WAY, HOUSTON TX 77053|2017-09-15 18:37:46.890|2017-09-19 11:20:15.283|2017-09-19 18:37:46.000|Flooding|        101002754707
1|29.60084215|-95.49018814|6910 CASTLEVIEW, HOUSTON TX 77489|2017-09-14 10:44:28.777|2017-09-18 10:30:14.593|2017-09-18 10:44:28.000|Flooding|        101002751461
1|29.60105038|-95.39761898|1607 CARIBE, HOUSTON TX 77047|2017-09-06 08:46:34.313|2017-09-11 08:05:08.363|2017-09-10 08:46:33.000|Flooding|        101002736729
1|29.6010919|-95.21148684|11215 SAGEHAVEN, HOUSTON TX 77089|2017-09-01 16:19:43.557|2017-09-06 11:15:17.927|2017-09-05 16:19:43.000|Flooding|        101002731355
1|29.60138592|-95.23257678|11402 KIRKWYN, HOUSTON TX 77089|2017-08-27 08:00:28.487|2017-09-05 08:10:07.533|2017-08-31 08:00:28.000|Flooding|        101002722277
1|29.60140604|-95.23193835|11414 KIRKWYN, HOUSTON TX 77089|2017-08-27 02:59:07.460|2017-09-05 07:35:11.840|2017-08-31 02:59:07.000|Flooding|        101002721843
1|29.60160657|-95.20610636|11330 SAGEWOOD, HOUSTON TX 77089|2017-08-27 05:17:33.480|2017-09-05 14:00:14.727|2017-08-31 05:17:33.000|Flooding|        101002722021
1|29.60167331|-95.12826032|3931 CROWN RIDGE, HOUSTON TX 77059|2017-09-14 15:42:18.443|2017-09-18 10:05:15.493|2017-09-18 15:42:18.000|Flooding|        101002752274
1|29.60168321|-95.27398671|8138 HALL VIEW, HOUSTON TX 77075|2017-09-01 16:40:13.867|2017-09-06 11:15:17.970|2017-09-05 16:40:13.000|Flooding|        101002731406
1|29.60198079|-95.29401689|7505 S SAM HOUSTON PKWY E, HOUSTON TX 77075|2017-01-22 15:59:29.417|2017-01-24 13:00:05.120|2017-01-26 15:59:29.000|Flooding|        101002471069
1|29.60200422|-95.48197613|15502 ROSE RIDGE, HOUSTON TX 77489|2017-08-26 21:19:24.740|2017-08-30 13:00:13.250|2017-08-30 21:19:24.000|Flooding|        101002721339
1|29.60204698|-95.25419613|Intersection 11144 BRADFORD WAY DR&9200 CARMALEE|2017-08-28 21:35:50.390|2017-09-04 15:25:11.670|2017-09-01 21:35:48.000|Flooding|        101002725602
1|29.60216322|-95.25195408|9242 CARMALEE, HOUSTON TX 77075|2017-08-30 10:53:06.167|2017-09-02 09:15:22.890|2017-09-03 10:53:06.000|Flooding|        101002727353
1|29.60220674|-95.27247297|11227 HALL RIDGE, HOUSTON TX 77075|2017-09-18 08:26:37.943|2017-09-20 08:00:12.353|2017-09-22 08:26:37.000|Flooding|        101002756722
1|29.60228721|-95.25159447|9250 CARMALEE, HOUSTON TX 77075|2017-08-28 17:56:20.997|2017-09-02 09:15:18.860|2017-09-01 17:56:20.000|Flooding|        101002725313
1|29.60229821|-95.27566955|11223 HALL GREENS, HOUSTON TX 77075|2017-09-06 10:10:56.727|2017-09-11 08:15:08.527|2017-09-10 10:10:56.000|Flooding|        101002737000
1|29.60259415|-95.2539079|11135 BRADFORD WAY, HOUSTON TX 77075|2017-08-30 20:09:04.997|2017-09-02 09:15:18.870|2017-09-03 20:09:04.000|Flooding|        101002728310
1|29.60276157|-95.25358093|11130 LINDEN GATE, HOUSTON TX 77075|2017-08-29 14:45:27.007|2017-09-02 09:15:23.187|2017-09-02 14:45:26.000|Flooding|        101002726481
1|29.60290514|-95.25223876|11139 CAYMAN MIST, HOUSTON TX 77075|2017-08-28 14:22:58.290|2017-09-02 13:15:17.340|2017-09-01 14:22:57.000|Flooding|        101002724852
1|29.60296022|-95.27252532|11203 HALL RIDGE, HOUSTON TX 77075|2017-09-15 16:13:26.367|2017-09-20 07:55:11.607|2017-09-19 16:13:26.000|Flooding|        101002754326
1|29.60301516|-95.45883817|5135 REMUS, HOUSTON TX 77053|2017-08-31 07:19:32.190|2017-09-02 09:15:18.673|2017-09-04 07:19:32.000|Flooding|        101002728490
1|29.60302709|-95.27265992|8235 HALL LAKE, HOUSTON TX 77075|2017-09-18 14:18:44.540|2017-09-20 07:55:12.170|2017-09-22 14:18:44.000|Flooding|        101002757770
1|29.60303678|-95.2617958|11107 OPAL GLEN, HOUSTON TX 77075|2017-09-01 14:42:59.357|2017-09-06 11:15:17.727|2017-09-05 14:42:59.000|Flooding|        101002731115
1|29.60344124|-95.26205018|8819 ROUNDBLUFF, HOUSTON TX 77075|2017-08-30 18:19:08.880|2017-09-04 15:20:12.247|2017-09-03 18:19:07.000|Flooding|        101002728186
1|29.60344596|-95.24894131|Intersection 9776 BLACKHAWK BLVD&9400 CARMALEE|2017-08-28 17:42:29.063|2017-09-05 08:50:07.020|2017-09-01 17:42:28.000|Flooding|        101002725293
1|29.60413635|-95.25632164|Intersection 9300 GARDEN BREEZE DR&11000 GOLDEN FERN CT|2017-08-28 14:02:31.743|2017-09-04 14:30:06.767|2017-09-01 14:02:31.000|Flooding|        101002724798
1|29.60419363|-95.25550717|11034 HEATHER TRAIL, HOUSTON TX 77075|2017-08-29 11:37:08.263|2017-09-02 09:15:18.633|2017-09-02 11:37:07.000|Flooding|        101002726255
1|29.60420495|-95.26318886|11027 ROUND DALE, HOUSTON TX 77075|2017-09-20 11:52:54.887|2017-09-22 16:00:26.383|2017-09-24 11:52:54.000|Flooding|        101002762226
1|29.60420654|-95.21891589|10502 SAGEBRIAR, HOUSTON TX 77089|2017-03-29 16:58:06.437|2017-03-30 15:50:07.347|2017-04-02 16:58:06.000|Flooding|        101002551144
1|29.6043431|-95.21970359|10403 SAGEBRIAR, HOUSTON TX 77089|2017-01-02 11:01:45.473|2017-01-03 13:15:04.140|2017-01-06 11:01:45.000|Flooding|        101002445122
1|29.60435044|-95.22055171|11902 KIRKHOLM, HOUSTON TX 77089|2017-06-02 20:24:32.500|2017-06-05 15:40:04.740|2017-06-06 20:24:32.000|Flooding|        101002623261
1|29.60447513|-95.26519604|11030 HEATHER BLUFF, HOUSTON TX 77075|2017-08-30 13:44:02.680|2017-09-04 15:15:11.643|2017-09-03 13:44:01.000|Flooding|        101002727688
1|29.60457418|-95.22032164|Intersection 11900 KIRKHOLM DR&10400 SAGEWICK DR|2017-03-29 17:29:33.783|2017-03-30 15:50:07.347|2017-04-02 17:29:32.000|Flooding|        101002551200
1|29.60481153|-95.27073553|8315 LETTIE, HOUSTON TX 77075|2017-08-27 09:01:44.287|2017-09-01 14:50:21.280|2017-08-31 09:01:43.000|Flooding|        101002722406
1|29.60488094|-95.22037186|10403 SAGEWICK, HOUSTON TX 77089|2017-01-02 09:44:06.437|2017-01-03 13:20:04.247|2017-01-06 09:44:06.000|Flooding|        101002445038
1|29.60508167|-95.25313115|11015 LINDEN GATE, HOUSTON TX 77075|2017-08-28 14:21:15.390|2017-09-04 15:00:11.193|2017-09-01 14:21:15.000|Flooding|        101002724849
1|29.60509379|-95.25117113|11014 MALDEN, HOUSTON TX 77075|2017-08-30 09:22:51.897|2017-09-04 15:15:11.817|2017-09-03 09:22:47.000|Flooding|        101002727186
1|29.60511758|-95.2707414|8314 COASTWAY, HOUSTON TX 77075|2017-08-27 01:25:00.967|2017-09-05 07:40:11.440|2017-08-31 01:25:00.000|Flooding|        101002721739
1|29.60511981|-95.50803149|15307 TRINITY MEADOW, HOUSTON TX 77489|2017-09-03 18:08:30.020|2017-09-03 18:18:26.880|2017-09-07 18:08:29.000|Flooding|        101002733428
1|29.6051506|-95.26870103|8414 COASTWAY, HOUSTON TX 77075|2017-08-30 18:17:46.033|2017-09-12 08:55:14.603|2017-09-03 18:17:45.000|Flooding|        101002728182
1|29.60556064|-95.2732947|8211 COASTWAY, HOUSTON TX 77075|2017-08-27 04:18:10.810|2017-09-05 08:05:06.663|2017-08-31 04:18:10.000|Flooding|        101002721932
1|29.60556651|-95.2723313|8227 COASTWAY, HOUSTON TX 77075|2017-09-18 14:22:58.987|2017-09-20 07:55:12.340|2017-09-22 14:22:58.000|Flooding|        101002757795
1|29.60557241|-95.27186867|8235 COASTWAY, HOUSTON TX 77075|2017-08-28 12:36:08.390|2017-09-05 08:45:06.787|2017-09-01 12:36:07.000|Flooding|        101002724615
1|29.60558648|-95.27074966|8315 COASTWAY, HOUSTON TX 77075|2017-08-27 05:26:42.207|2017-09-05 08:05:06.713|2017-08-31 05:26:41.000|Flooding|        101002722035
1|29.60558922|-95.27052902|8319 COASTWAY, HOUSTON TX 77075|2017-08-27 16:59:28.063|2017-09-05 08:40:13.657|2017-08-31 16:59:27.000|Flooding|        101002723423
1|29.60564997|-95.25834787|9119 GARDEN BREEZE, HOUSTON TX 77075|2017-08-30 13:18:43.740|2017-09-02 09:15:18.673|2017-09-03 13:18:43.000|Flooding|        101002727644
1|29.60579131|-95.1194528|4006 N WATER IRIS, HOUSTON TX 77059|2017-08-27 15:13:37.670|2017-09-04 14:40:11.260|2017-08-31 15:13:37.000|Flooding|        101002723240
1|29.60588109|-95.27141509|8302 GULF TREE, HOUSTON TX 77075|2017-08-27 05:10:45.270|2017-09-01 14:50:20.440|2017-08-31 05:10:45.000|Flooding|        101002722007
1|29.60630768|-95.3536941|4126 LANDSHIRE BEND, HOUSTON TX 77048|2017-08-30 10:57:55.693|2017-09-02 09:15:22.787|2017-09-03 10:57:55.000|Flooding|        101002727362
1|29.60634302|-95.27186443|8231 GULF TREE, HOUSTON TX 77075|2017-08-28 23:01:45.130|2017-09-05 08:50:07.020|2017-09-01 23:01:44.000|Flooding|        101002725670
